Gmt time,Open,High,Low,Close,Volume
12.05.2023 05:19:00.000,1.25222,1.25227,1.25221,1.25221,37.35
12.05.2023 05:20:00.000,1.25219,1.25229,1.25219,1.25229,54
12.05.2023 05:21:00.000,1.25230,1.25233,1.25229,1.25231,46.35
12.05.2023 05:22:00.000,1.25230,1.25235,1.25224,1.25235,105.3
12.05.2023 05:23:00.000,1.25234,1.25236,1.25231,1.25234,22.5
12.05.2023 05:24:00.000,1.25233,1.25243,1.25232,1.25243,42.3
12.05.2023 05:25:00.000,1.25241,1.25245,1.25237,1.25243,46.8
12.05.2023 05:26:00.000,1.25243,1.25259,1.25239,1.25255,31.05
12.05.2023 05:27:00.000,1.25254,1.25260,1.25243,1.25243,46.8
12.05.2023 05:28:00.000,1.25248,1.25253,1.25244,1.25253,30.6
12.05.2023 05:29:00.000,1.25251,1.25255,1.25251,1.25251,23.4
12.05.2023 05:30:00.000,1.25252,1.25264,1.25249,1.25249,77.61
12.05.2023 05:31:00.000,1.25255,1.25259,1.25240,1.25247,127.86
12.05.2023 05:32:00.000,1.25249,1.25250,1.25240,1.25240,118.65
12.05.2023 05:33:00.000,1.25239,1.25241,1.25231,1.25241,100.23
12.05.2023 05:34:00.000,1.25242,1.25258,1.25242,1.25246,42.3
12.05.2023 05:35:00.000,1.25245,1.25251,1.25241,1.25244,72.45
12.05.2023 05:36:00.000,1.25244,1.25249,1.25238,1.25247,56.88
12.05.2023 05:37:00.000,1.25250,1.25250,1.25236,1.25241,63.03
12.05.2023 05:38:00.000,1.25243,1.25244,1.25231,1.25231,52.98
12.05.2023 05:39:00.000,1.25233,1.25233,1.25224,1.25224,39.6
12.05.2023 05:40:00.000,1.25223,1.25224,1.25221,1.25223,22.71
12.05.2023 05:41:00.000,1.25224,1.25233,1.25223,1.25233,14.4
12.05.2023 05:42:00.000,1.25232,1.25234,1.25229,1.25231,18.9
12.05.2023 05:43:00.000,1.25232,1.25233,1.25223,1.25223,25.2
12.05.2023 05:44:00.000,1.25226,1.25227,1.25221,1.25224,15.3
12.05.2023 05:45:00.000,1.25223,1.25238,1.25223,1.25230,45
12.05.2023 05:46:00.000,1.25229,1.25232,1.25219,1.25219,150.75
12.05.2023 05:47:00.000,1.25220,1.25221,1.25215,1.25221,80.94
12.05.2023 05:48:00.000,1.25220,1.25240,1.25219,1.25234,34.14
12.05.2023 05:49:00.000,1.25235,1.25242,1.25232,1.25235,31.95
12.05.2023 05:50:00.000,1.25236,1.25243,1.25235,1.25235,38.25
12.05.2023 05:51:00.000,1.25235,1.25235,1.25229,1.25231,54.54
12.05.2023 05:52:00.000,1.25227,1.25230,1.25216,1.25222,175.29
12.05.2023 05:53:00.000,1.25223,1.25223,1.25204,1.25204,172.59
12.05.2023 05:54:00.000,1.25207,1.25214,1.25205,1.25212,48.6
12.05.2023 05:55:00.000,1.25213,1.25215,1.25205,1.25206,37.8
12.05.2023 05:56:00.000,1.25205,1.25205,1.25202,1.25202,2.7
12.05.2023 05:57:00.000,1.25200,1.25200,1.25178,1.25178,58.44
12.05.2023 05:58:00.000,1.25176,1.25187,1.25168,1.25170,253.65
12.05.2023 05:59:00.000,1.25169,1.25172,1.25160,1.25168,351.45
12.05.2023 06:00:00.000,1.25168,1.25188,1.25057,1.25076,856.67
12.05.2023 06:01:00.000,1.25076,1.25112,1.25058,1.25090,307.29
12.05.2023 06:02:00.000,1.25091,1.25106,1.25089,1.25091,249.3
12.05.2023 06:03:00.000,1.25092,1.25097,1.25084,1.25091,310.05
12.05.2023 06:04:00.000,1.25093,1.25096,1.25078,1.25078,105.75
12.05.2023 06:05:00.000,1.25081,1.25114,1.25077,1.25095,60.24
12.05.2023 06:06:00.000,1.25097,1.25113,1.25097,1.25111,53.94
12.05.2023 06:07:00.000,1.25114,1.25121,1.25093,1.25100,65.35
12.05.2023 06:08:00.000,1.25102,1.25142,1.25102,1.25124,78.75
12.05.2023 06:09:00.000,1.25125,1.25126,1.25111,1.25114,77.4
12.05.2023 06:10:00.000,1.25111,1.25112,1.25094,1.25104,155.25
12.05.2023 06:11:00.000,1.25101,1.25113,1.25098,1.25113,43.2
12.05.2023 06:12:00.000,1.25113,1.25113,1.25097,1.25103,69.3
12.05.2023 06:13:00.000,1.25105,1.25106,1.25083,1.25095,82.74
12.05.2023 06:14:00.000,1.25095,1.25103,1.25091,1.25098,57.15
12.05.2023 06:15:00.000,1.25102,1.25114,1.25095,1.25104,55.68
12.05.2023 06:16:00.000,1.25103,1.25129,1.25103,1.25125,46.29
12.05.2023 06:17:00.000,1.25126,1.25145,1.25126,1.25144,69.3
12.05.2023 06:18:00.000,1.25144,1.25145,1.25131,1.25132,45.84
12.05.2023 06:19:00.000,1.25136,1.25138,1.25121,1.25121,71.49
12.05.2023 06:20:00.000,1.25123,1.25130,1.25119,1.25122,64.74
12.05.2023 06:21:00.000,1.25123,1.25145,1.25123,1.25142,60.75
12.05.2023 06:22:00.000,1.25143,1.25152,1.25133,1.25142,56.7
12.05.2023 06:23:00.000,1.25144,1.25151,1.25137,1.25145,59.4
12.05.2023 06:24:00.000,1.25143,1.25173,1.25143,1.25163,50.85
12.05.2023 06:25:00.000,1.25164,1.25175,1.25163,1.25172,50.4
12.05.2023 06:26:00.000,1.25173,1.25183,1.25168,1.25174,71.55
12.05.2023 06:27:00.000,1.25175,1.25200,1.25175,1.25199,52.65
12.05.2023 06:28:00.000,1.25199,1.25227,1.25199,1.25223,100.89
12.05.2023 06:29:00.000,1.25222,1.25222,1.25181,1.25181,62.88
12.05.2023 06:30:00.000,1.25181,1.25185,1.25169,1.25173,102.48
12.05.2023 06:31:00.000,1.25172,1.25176,1.25152,1.25164,62.49
12.05.2023 06:32:00.000,1.25169,1.25195,1.25168,1.25184,69.18
12.05.2023 06:33:00.000,1.25183,1.25191,1.25180,1.25184,60.12
12.05.2023 06:34:00.000,1.25185,1.25186,1.25148,1.25152,234.11
12.05.2023 06:35:00.000,1.25153,1.25183,1.25153,1.25181,52.95
12.05.2023 06:36:00.000,1.25182,1.25183,1.25170,1.25180,29.79
12.05.2023 06:37:00.000,1.25180,1.25193,1.25180,1.25185,78.15
12.05.2023 06:38:00.000,1.25183,1.25195,1.25183,1.25192,48.99
12.05.2023 06:39:00.000,1.25194,1.25216,1.25194,1.25212,57.6
